name,category,count,codes
预计扭亏,3,126,"['000037', '000059', '000151', '000415', '000430', '000504', '000519', '000525', '000620', '000639', '000669', '000701', '000711', '000736', '000762', '000793', '000809', '000819', '000948', '000980', '001366', '002048', '002092', '002095', '002105', '002148', '002187', '002196', '002197', '002200', '002211', '002213', '002240', '002305', '002313', '002382', '002389', '002425', '002439', '002460', '002519', '002520', '002693', '002759', '002762', '002786', '002799', '002805', '002812', '002829', '002845', '002868', '002921', '002923', '300390', '300497', '300671', '301068', '600037', '600075', '600110', '600118', '600126', '600187', '600227', '600232', '600239', '600257', '600288', '600322', '600345', '600395', '600419', '600433', '600446', '600513', '600626', '600691', '600692', '600712', '600719', '600810', '600841', '600844', '600889', '600936', '600971', '601360', '603000', '603001', '603007', '603026', '603042', '603099', '603116', '603178', '603260', '603316', '603318', '603330', '603333', '603399', '603516', '603536', '603559', '603595', '603615', '603626', '603711', '603719', '603768', '603822', '603860', '603882', '603906', '603937', '603958', '603991', '605136', '605151', '605358', '688005', '688216', '688227', '688620', '920571']"
预计转亏,3,146,"['000007', '000009', '000011', '000029', '000048', '000410', '000514', '000558', '000717', '000731', '000850', '000852', '000876', '000897', '000930', '000931', '001201', '001268', '001322', '002066', '002093', '002110', '002123', '002124', '002157', '002165', '002182', '002208', '002370', '002403', '002467', '002471', '002489', '002515', '002527', '002534', '002535', '002554', '002561', '002661', '002677', '002696', '002714', '002766', '002778', '002828', '002870', '002892', '002908', '002919', '002943', '002982', '300533', '300795', '300818', '600055', '600088', '600097', '600127', '600133', '600178', '600241', '600266', '600330', '600336', '600386', '600410', '600435', '600510', '600530', '600533', '600556', '600567', '600589', '600598', '600611', '600615', '600649', '600668', '600675', '600703', '600716', '600793', '600802', '600815', '600824', '600877', '600960', '600963', '600975', '600981', '600986', '600997', '601011', '601127', '601366', '601616', '601636', '601865', '601956', '603011', '603028', '603052', '603060', '603070', '603089', '603097', '603117', '603121', '603151', '603161', '603169', '603175', '603176', '603177', '603200', '603208', '603215', '603221', '603278', '603324', '603348', '603357', '603386', '603609', '603616', '603633', '603703', '603717', '603727', '603801', '603878', '603886', '603898', '603917', '603936', '603960', '603968', '605001', '605008', '605180', '605218', '605288', '605296', '605398', '605598']"
破净资产,3,400,"['000001', '000002', '000012', '000027', '000028', '000030', '000031', '000039', '000050', '000055', '000059', '000065', '000069', '000090', '000156', '000401', '000402', '000415', '000419', '000498', '000501', '000507', '000514', '000521', '000528', '000529', '000531', '000537', '000544', '000546', '000552', '000553', '000557', '000560', '000563', '000570', '000581', '000589', '000591', '000599', '000605', '000617', '000619', '000623', '000625', '000652', '000685', '000686', '000690', '000707', '000709', '000717', '000718', '000719', '000726', '000728', '000731', '000778', '000785', '000789', '000797', '000809', '000822', '000825', '000828', '000850', '000877', '000882', '000883', '000885', '000897', '000898', '000900', '000906', '000910', '000912', '000917', '000923', '000926', '000928', '000930', '000932', '000936', '000937', '000950', '000959', '000965', '000983', '000990', '001213', '001227', '001872', '001914', '001965', '001979', '002004', '002010', '002016', '002024', '002029', '002034', '002045', '002051', '002060', '002061', '002067', '002073', '002081', '002091', '002092', '002101', '002109', '002110', '002120', '002133', '002142', '002144', '002146', '002187', '002191', '002212', '002221', '002224', '002233', '002244', '002282', '002302', '002314', '002344', '002373', '002375', '002382', '002390', '002391', '002394', '002398', '002423', '002441', '002462', '002478', '002483', '002521', '002538', '002566', '002573', '002574', '002582', '002589', '002608', '002614', '002641', '002666', '002673', '002722', '002727', '002731', '002743', '002753', '002758', '002791', '002807', '002839', '002863', '002872', '002926', '002932', '002936', '002948', '002958', '002966', '003012', '003038', '300070', '300195', '300284', '300349', '300388', '300443', '300463', '300569', '300616', '300639', '300664', '300729', '300732', '300981', '301039', '301139', '600000', '600004', '600015', '600016', '600017', '600018', '600019', '600020', '600022', '600023', '600028', '600033', '600035', '600036', '600037', '600048', '600050', '600051', '600061', '600064', '600067', '600075', '600094', '600097', '600098', '600104', '600109', '600123', '600125', '600128', '600133', '600138', '600153', '600155', '600157', '600168', '600170', '600177', '600180', '600187', '600208', '600218', '600219', '600248', '600266', '600269', '600271', '600273', '600278', '600279', '600284', '600287', '600308', '600325', '600328', '600332', '600335', '600339', '600356', '600368', '600373', '600383', '600390', '600395', '600409', '600420', '600425', '600439', '600449', '600467', '600491', '600496', '600502', '600503', '600507', '600508', '600510', '600512', '600526', '600528', '600548', '600551', '600567', '600582', '600583', '600585', '600587', '600603', '600606', '600611', '600623', '600628', '600637', '600638', '600639', '600643', '600648', '600649', '600655', '600657', '600668', '600675', '600682', '600694', '600697', '600704', '600713', '600716', '600717', '600720', '600731', '600739', '600740', '600741', '600742', '600748', '600755', '600757', '600758', '600780', '600782', '600787', '600790', '600798', '600805', '600808', '600810', '600820', '600827', '600828', '600853', '600854', '600858', '600859', '600861', '600864', '600866', '600874', '600894', '600908', '600919', '600926', '600928', '600939', '600958', '600959', '600963', '600966', '600969', '600970', '600971', '600985', '600987', '600997', '600998', '601005', '601006', '601009', '601010', '601011', '601018', '601019', '601065', '601077', '601107', '601113', '601117', '601128', '601155', '601163', '601166', '601169', '601186', '601187', '601188', '601200', '601222', '601229', '601238', '601288', '601311', '601318', '601326', '601328', '601333', '601366', '601368', '601377', '601390', '601398', '601456', '601512', '601518', '601528', '601555', '601577', '601588', '601598', '601601', '601607', '601615', '601618', '601658', '601665', '601666', '601668', '601669', '601678', '601699', '601718', '601766', '601778']"
破发行价,3,400,"['001201', '001209', '001213', '001217', '001218', '001225', '001227', '001228', '001230', '001233', '001277', '001278', '001285', '001306', '001308', '001311', '001312', '001322', '001323', '001330', '001333', '001336', '001358', '001367', '001368', '001373', '001378', '001379', '002822', '002852', '002872', '002905', '002918', '002926', '002928', '002936', '002958', '002963', '002982', '002986', '003005', '003008', '003011', '003012', '003016', '003027', '003032', '003037', '003042', '300583', '300594', '300616', '300625', '300664', '300683', '300713', '300732', '300741', '300771', '300778', '300800', '300804', '300805', '300834', '300844', '300851', '300860', '300861', '300862', '300867', '300875', '300877', '300888', '300892', '300894', '300915', '300923', '300928', '300935', '300947', '300949', '300957', '300965', '300973', '300977', '300981', '300983', '300989', '301001', '301009', '301022', '301036', '301047', '301049', '301051', '301065', '301087', '301088', '301090', '301096', '301098', '301100', '301102', '301103', '301106', '301108', '301113', '301115', '301116', '301117', '301121', '301122', '301126', '301129', '301135', '301139', '301151', '301152', '301155', '301159', '301163', '301166', '301167', '301170', '301177', '301180', '301181', '301190', '301193', '301195', '301197', '301198', '301199', '301201', '301203', '301206', '301207', '301210', '301211', '301212', '301216', '301219', '301221', '301223', '301227', '301231', '301238', '301239', '301246', '301258', '301260', '301262', '301266', '301267', '301268', '301272', '301276', '301283', '301287', '301288', '301290', '301296', '301300', '301302', '301303', '301305', '301309', '301311', '301314', '301318', '301320', '301322', '301325', '301327', '301329', '301330', '301332', '301335', '301337', '301339', '301349', '301353', '301355', '301356', '301367', '301370', '301371', '301372', '301376', '301378', '301383', '301386', '301388', '301390', '301391', '301395', '301399', '301408', '301418', '301429', '301439', '301456', '301468', '301469', '301498', '301503', '301505', '301509', '301515', '301518', '301519', '301525', '301533', '301558', '301559', '301578', '301587', '600925', '600927', '600935', '600939', '600955', '600996', '601033', '601065', '601108', '601163', '601200', '601366', '601399', '601512', '601528', '601568', '601686', '601778', '601828', '601916', '601921', '601956', '601975', '603062', '603071', '603073', '603081', '603102', '603107', '603113', '603135', '603151', '603162', '603190', '603202', '603206', '603209', '603217', '603218', '603221', '603230', '603231', '603235', '603237', '603258', '603275', '603276', '603278', '603282', '603284', '603310', '603325', '603348', '603359', '603363', '603381', '603385', '603402', '603408', '603418', '603421', '603458', '603511', '603551', '603557', '603569', '603586', '603587', '603610', '603661', '603680', '603711', '603717', '603719', '603727', '603768', '603803', '603810', '603825', '603836', '603839', '603858', '603877', '603900', '603980', '603982', '605001', '605009', '605066', '605068', '605077', '605080', '605122', '605136', '605138', '605169', '605177', '605180', '605266', '605296', '605300', '605336', '605339', '605365', '605368', '605388', '605500', '605507', '605566', '605567', '688004', '688007', '688021', '688022', '688023', '688030', '688032', '688033', '688051', '688053', '688057', '688058', '688060', '688061', '688062', '688065', '688066', '688073', '688075', '688083', '688084', '688089', '688095', '688105', '688114', '688118', '688119', '688121', '688130', '688132', '688133', '688136', '688137', '688151', '688152', '688153', '688161', '688162', '688173', '688175', '688176', '688177', '688180', '688184', '688185', '688186', '688189', '688193', '688196', '688199', '688201', '688203', '688207', '688211', '688220', '688223', '688225', '688232', '688236', '688238', '688244', '688246', '688252', '688255', '688259', '688265', '688267', '688273', '688275', '688276', '688280', '688282', '688288']"
破增发价,3,53,"['000100', '000151', '000722', '000820', '000905', '001207', '001308', '002120', '002161', '002180', '002387', '002766', '002865', '002906', '002930', '002960', '002987', '300068', '300130', '300207', '300348', '300454', '300525', '300783', '300887', '300896', '301518', '600027', '600570', '600658', '600745', '600863', '600933', '601121', '601328', '601633', '603160', '603187', '603369', '603801', '603982', '688007', '688196', '688223', '688303', '688366', '688389', '688535', '688567', '688696', '688789', '920106', '920375']"
高股息股,3,200,"['000001', '000157', '000333', '000423', '000538', '000568', '000596', '000651', '000683', '000690', '000719', '000848', '000858', '000895', '000899', '000913', '000915', '000921', '001308', '001323', '002003', '002004', '002007', '002014', '002027', '002032', '002043', '002091', '002170', '002228', '002233', '002271', '002293', '002318', '002322', '002327', '002372', '002393', '002394', '002404', '002416', '002441', '002454', '002469', '002508', '002555', '002557', '002563', '002572', '002582', '002612', '002616', '002690', '002746', '002749', '002763', '002807', '002818', '002833', '002839', '002867', '002884', '002895', '002911', '003008', '003012', '300360', '300406', '300533', '300628', '300641', '300770', '300979', '300994', '301039', '301047', '301088', '301207', '301551', '301552', '600007', '600011', '600015', '600016', '600019', '600023', '600027', '600036', '600039', '600066', '600096', '600098', '600132', '600153', '600210', '600219', '600273', '600282', '600295', '600329', '600351', '600352', '600382', '600398', '600415', '600461', '600496', '600502', '600566', '600575', '600582', '600585', '600642', '600690', '600694', '600741', '600742', '600750', '600757', '600782', '600795', '600803', '600809', '600817', '600861', '600866', '600873', '600887', '600894', '600919', '600941', '600970', '600983', '600987', '601083', '601098', '601107', '601166', '601169', '601216', '601229', '601318', '601339', '601566', '601598', '601668', '601686', '601717', '601801', '601811', '601818', '601825', '601838', '601886', '601919', '601928', '601997', '601998', '603006', '603111', '603113', '603165', '603167', '603195', '603202', '603277', '603279', '603326', '603365', '603408', '603444', '603508', '603519', '603529', '603551', '603558', '603565', '603566', '603569', '603600', '603766', '603788', '603801', '603816', '603833', '603855', '603866', '603886', '603889', '603897', '603948', '603967', '605266', '605337', '605338', '605368', '605599', '688013', '688399', '688526']"
高分红股,3,351,"['000019', '000062', '000088', '000089', '000156', '000157', '000333', '000408', '000423', '000429', '000513', '000538', '000559', '000568', '000581', '000596', '000672', '000683', '000703', '000729', '000750', '000801', '000828', '000848', '000858', '000869', '000895', '000915', '000928', '000937', '000967', '000969', '000983', '000989', '000999', '001286', '001323', '001328', '001965', '002003', '002004', '002014', '002027', '002032', '002033', '002043', '002088', '002108', '002117', '002152', '002154', '002170', '002233', '002242', '002249', '002267', '002270', '002275', '002283', '002293', '002294', '002299', '002303', '002304', '002315', '002317', '002322', '002327', '002332', '002345', '002367', '002372', '002404', '002410', '002415', '002416', '002422', '002441', '002469', '002479', '002493', '002500', '002508', '002516', '002533', '002536', '002538', '002540', '002543', '002545', '002555', '002557', '002563', '002572', '002612', '002632', '002635', '002653', '002658', '002677', '002683', '002690', '002706', '002737', '002746', '002772', '002818', '002831', '002833', '002847', '002867', '002884', '002895', '002911', '002925', '002991', '002993', '003000', '003006', '003012', '300009', '300017', '300033', '300127', '300146', '300181', '300206', '300303', '300470', '300529', '300533', '300570', '300573', '300628', '300684', '300735', '300748', '300760', '300770', '300833', '300864', '300866', '300888', '300910', '301015', '301047', '301080', '301087', '301109', '301165', '301175', '301219', '301301', '301345', '301362', '301371', '600007', '600012', '600019', '600023', '600028', '600039', '600050', '600066', '600098', '600116', '600132', '600167', '600177', '600183', '600188', '600197', '600210', '600211', '600236', '600261', '600273', '600282', '600285', '600295', '600300', '600305', '600320', '600329', '600348', '600350', '600351', '600352', '600369', '600373', '600377', '600382', '600398', '600406', '600428', '600436', '600461', '600489', '600519', '600546', '600548', '600572', '600598', '600600', '600637', '600642', '600648', '600660', '600662', '600663', '600681', '600694', '600724', '600737', '600750', '600754', '600755', '600803', '600809', '600817', '600826', '600845', '600863', '600866', '600886', '600887', '600894', '600900', '600901', '600916', '600925', '600941', '600967', '601000', '601006', '601033', '601083', '601088', '601098', '601107', '601116', '601126', '601138', '601158', '601225', '601236', '601311', '601339', '601369', '601566', '601567', '601568', '601579', '601615', '601636', '601666', '601699', '601728', '601801', '601857', '601921', '601928', '601952', '603000', '603025', '603027', '603053', '603057', '603062', '603075', '603096', '603107', '603111', '603115', '603128', '603132', '603156', '603167', '603195', '603203', '603218', '603233', '603277', '603279', '603281', '603288', '603317', '603327', '603345', '603358', '603360', '603365', '603383', '603444', '603508', '603511', '603515', '603519', '603551', '603556', '603565', '603566', '603587', '603639', '603648', '603650', '603658', '603699', '603706', '603730', '603788', '603801', '603816', '603833', '603855', '603866', '603877', '603886', '603889', '603897', '603919', '603920', '603927', '603948', '603967', '603970', '603983', '605009', '605056', '605098', '605099', '605117', '605118', '605365', '605368', '605377', '605499', '605599', '688032', '688036', '688106', '688188', '688198', '688208', '688289', '688475', '688526', '688543', '688697', '688739', '688772']"
自由现金,3,145,"['000019', '000026', '000039', '000090', '000100', '000338', '000400', '000404', '000423', '000513', '000550', '000551', '000597', '000650', '000651', '000690', '000708', '000719', '000788', '000848', '000915', '000921', '000933', '000957', '000959', '001220', '001338', '001386', '002004', '002027', '002039', '002043', '002061', '002081', '002170', '002204', '002390', '002416', '002454', '002478', '002532', '002545', '002558', '002563', '002668', '002697', '002727', '002761', '002773', '002918', '300228', '300244', '300349', '300389', '300407', '300509', '300770', '300970', '301039', '600004', '600033', '600050', '600057', '600060', '600096', '600104', '600131', '600150', '600163', '600167', '600170', '600195', '600211', '600216', '600218', '600256', '600258', '600267', '600295', '600300', '600320', '600351', '600352', '600354', '600380', '600398', '600428', '600449', '600482', '600535', '600546', '600551', '600623', '600686', '600729', '600738', '600741', '600814', '600858', '600874', '600897', '600938', '600961', '601001', '601002', '601007', '601008', '601083', '601117', '601156', '601216', '601225', '601339', '601568', '601600', '601633', '601699', '601728', '601801', '601877', '601880', '601898', '601919', '603080', '603173', '603192', '603233', '603279', '603367', '603368', '603444', '603456', '603508', '603565', '603708', '603766', '603883', '603885', '603939', '603948', '605377', '688330', '688599', '688819', '920599']"
股东增持,3,35,"['000301', '000695', '001299', '002091', '002120', '002377', '002568', '002623', '002637', '002661', '002745', '002832', '300326', '300513', '300639', '300827', '300883', '300907', '300929', '301078', '301571', '600179', '600239', '600509', '600691', '600787', '600987', '601128', '601518', '601678', '603855', '603992', '605138', '688105', '688389']"
股东减持,3,172,"['000586', '000601', '000688', '000691', '000716', '000813', '000892', '000933', '000960', '001229', '001260', '001314', '002072', '002097', '002148', '002156', '002194', '002208', '002266', '002492', '002571', '002702', '002735', '002823', '002828', '002843', '002910', '002919', '002948', '002976', '003003', '003009', '300027', '300071', '300102', '300223', '300251', '300316', '300321', '300334', '300337', '300417', '300493', '300507', '300519', '300548', '300586', '300589', '300590', '300643', '300649', '300679', '300700', '300717', '300759', '300761', '300776', '300778', '300802', '300836', '300854', '300876', '300901', '300931', '300966', '301026', '301045', '301069', '301095', '301111', '301136', '301193', '301196', '301199', '301219', '301273', '301275', '301285', '301297', '301319', '301328', '301528', '301555', '600118', '600233', '600259', '600330', '600382', '600392', '600516', '600590', '600601', '600605', '600770', '600783', '600793', '600819', '601096', '601156', '601279', '601872', '603025', '603052', '603108', '603120', '603127', '603155', '603256', '603260', '603303', '603378', '603477', '603527', '603665', '603690', '603700', '603803', '603848', '603877', '603893', '605228', '605287', '605598', '688012', '688031', '688035', '688073', '688097', '688101', '688172', '688173', '688178', '688205', '688229', '688233', '688258', '688261', '688289', '688293', '688322', '688353', '688368', '688409', '688419', '688456', '688478', '688545', '688551', '688553', '688584', '688596', '688677', '688683', '688687', '688702', '688726', '688758', '920045', '920046', '920087', '920245', '920247', '920274', '920679', '920693', '920765', '920837', '920856', '920879', '920892', '920957', '920981']"
拟增持,3,82,"['000078', '000501', '000564', '000595', '000598', '000639', '000656', '000677', '000691', '000739', '000777', '000801', '001205', '002024', '002096', '002146', '002217', '002219', '002353', '002416', '002480', '002501', '002557', '002568', '002601', '002607', '002615', '002637', '002701', '002714', '002745', '002930', '002943', '003015', '300093', '300176', '300185', '300532', '300627', '300907', '301004', '301078', '301397', '301439', '301518', '600022', '600075', '600177', '600179', '600187', '600239', '600365', '600388', '600495', '600530', '600684', '600686', '600761', '600770', '600787', '600810', '600987', '601005', '601127', '601966', '603166', '603312', '603987', '605138', '688105', '688117', '688389', '688575', '688625', '920028', '920069', '920163', '920187', '920195', '920519', '920523', '920547']"
拟减持,3,400,"['000026', '000029', '000672', '000802', '000810', '000837', '000868', '000949', '001226', '001228', '001255', '001277', '001286', '001287', '001288', '001298', '001301', '001326', '001330', '001356', '001366', '001379', '001390', '001391', '002005', '002008', '002028', '002044', '002072', '002079', '002134', '002137', '002154', '002157', '002158', '002196', '002208', '002254', '002258', '002264', '002300', '002338', '002380', '002419', '002421', '002484', '002492', '002498', '002531', '002536', '002558', '002559', '002562', '002613', '002617', '002637', '002645', '002655', '002660', '002693', '002698', '002722', '002729', '002749', '002757', '002796', '002811', '002824', '002836', '002863', '002869', '002870', '002871', '002885', '002899', '002910', '002912', '002919', '002920', '002948', '002952', '002956', '002972', '002973', '002985', '002999', '003001', '003004', '003005', '003009', '003017', '003029', '003031', '300016', '300033', '300047', '300051', '300054', '300128', '300165', '300174', '300200', '300235', '300244', '300250', '300257', '300263', '300284', '300306', '300316', '300319', '300321', '300341', '300378', '300389', '300398', '300411', '300442', '300480', '300484', '300501', '300506', '300518', '300540', '300548', '300549', '300555', '300560', '300563', '300585', '300590', '300592', '300601', '300606', '300615', '300621', '300628', '300640', '300654', '300678', '300681', '300692', '300700', '300709', '300715', '300722', '300745', '300753', '300761', '300790', '300798', '300802', '300804', '300826', '300829', '300836', '300838', '300845', '300890', '300903', '300906', '300909', '300931', '300939', '300951', '300960', '300966', '300973', '301008', '301017', '301026', '301037', '301042', '301043', '301062', '301071', '301089', '301092', '301093', '301095', '301098', '301115', '301118', '301120', '301125', '301133', '301138', '301149', '301156', '301160', '301186', '301189', '301196', '301219', '301229', '301259', '301265', '301273', '301293', '301298', '301300', '301308', '301312', '301320', '301322', '301323', '301332', '301358', '301370', '301380', '301388', '301389', '301391', '301393', '301398', '301509', '301510', '301517', '301533', '301560', '301566', '301577', '301580', '301581', '301586', '301590', '301592', '301598', '301607', '301636', '301665', '600021', '600032', '600052', '600067', '600118', '600183', '600184', '600221', '600376', '600396', '600400', '600461', '600516', '600531', '600545', '600568', '600571', '600577', '600590', '600620', '600667', '600686', '600730', '600732', '600797', '600803', '600903', '600909', '600917', '600927', '601020', '601033', '601065', '601133', '601208', '601212', '601218', '601231', '601360', '601500', '601598', '601611', '601901', '603006', '603012', '603023', '603025', '603031', '603040', '603045', '603052', '603057', '603061', '603062', '603072', '603090', '603120', '603122', '603130', '603139', '603225', '603226', '603256', '603269', '603278', '603279', '603296', '603297', '603303', '603330', '603350', '603378', '603382', '603399', '603466', '603508', '603530', '603596', '603598', '603609', '603665', '603701', '603738', '603779', '603798', '603810', '603811', '603823', '603826', '603876', '603881', '603912', '603920', '603926', '603928', '603936', '603967', '605056', '605122', '605138', '605218', '605289', '605298', '605319', '605358', '688012', '688019', '688020', '688025', '688045', '688060', '688063', '688073', '688082', '688083', '688105', '688109', '688115', '688126', '688131', '688147', '688157', '688158', '688160', '688166', '688173', '688179', '688202', '688217', '688218', '688220', '688221', '688229', '688233', '688237', '688239', '688252', '688265', '688268', '688279', '688282', '688297', '688301', '688313', '688318', '688322', '688325', '688328', '688335', '688350', '688352', '688353', '688373', '688376', '688383', '688387', '688428', '688433', '688468', '688479', '688485', '688500', '688508', '688511', '688512', '688519', '688521', '688523', '688528']"
承诺不减,3,51,"['000017', '000050', '000589', '000796', '000967', '001231', '001323', '001336', '001388', '001400', '002301', '002431', '002758', '002792', '002930', '003012', '300039', '300173', '300188', '300323', '300326', '300375', '300604', '300639', '300782', '300957', '301219', '301320', '600176', '600436', '600528', '600572', '601518', '603163', '603629', '603725', '603790', '605162', '688213', '688247', '688305', '688332', '688362', '688372', '688392', '688429', '688448', '688458', '688506', '688536', '920599']"
户数增加,3,100,"['000035', '000537', '000630', '000711', '000815', '000899', '000912', '001225', '001337', '001896', '002015', '002028', '002082', '002109', '002131', '002155', '002203', '002309', '002310', '002324', '002339', '002342', '002358', '002418', '002470', '002498', '002506', '002519', '002532', '002545', '002629', '002716', '002868', '002931', '002969', '002971', '003042', '300058', '300118', '300129', '300277', '300332', '300345', '300492', '300626', '300666', '300751', '301080', '301213', '301232', '301319', '600028', '600032', '600089', '600163', '600227', '600310', '600339', '600367', '600396', '600397', '600406', '600470', '600477', '600549', '600666', '600722', '600726', '600758', '600780', '600821', '600844', '600916', '600982', '601016', '601021', '601179', '601212', '601330', '601616', '601868', '603017', '603331', '603353', '603358', '603387', '603619', '603687', '603766', '603787', '605116', '605299', '688031', '688210', '688295', '688308', '688411', '688480', '920088', '920925']"
户数减少,3,100,"['000551', '000659', '000700', '000821', '000863', '001266', '001300', '001339', '001388', '002008', '002055', '002104', '002188', '002228', '002235', '002250', '002283', '002297', '002323', '002338', '002347', '002512', '002591', '002596', '002639', '002645', '002682', '002756', '002833', '002909', '002910', '002921', '002925', '003016', '003018', '003040', '300086', '300091', '300095', '300331', '300503', '300551', '300591', '300612', '300696', '300710', '300881', '300947', '301010', '301018', '301123', '301133', '301328', '301398', '600429', '600482', '600592', '600693', '600865', '600986', '601566', '603028', '603069', '603135', '603150', '603158', '603192', '603211', '603285', '603291', '603297', '603386', '603400', '603580', '603626', '603679', '603686', '603696', '603709', '603726', '603777', '603817', '603833', '603879', '603933', '603939', '605055', '605058', '605060', '605069', '605167', '605178', '605336', '688072', '688109', '688409', '920068', '920130', '920270', '920394']"
高融资盘,3,100,"['000009', '000554', '000628', '000731', '000917', '000926', '001335', '002036', '002075', '002099', '002161', '002166', '002355', '002438', '002453', '002521', '002675', '002783', '002912', '300025', '300031', '300035', '300079', '300109', '300129', '300130', '300182', '300229', '300232', '300303', '300349', '300525', '300629', '300648', '300663', '300679', '300709', '300724', '300841', '300862', '300872', '300890', '300903', '300928', '300931', '300989', '300991', '301042', '301062', '301105', '301141', '301220', '301259', '301263', '301278', '301287', '301288', '301557', '301566', '301626', '301666', '301682', '600155', '600201', '600418', '600448', '600692', '600802', '600986', '601020', '603063', '603175', '603193', '603262', '603275', '603319', '603325', '603344', '603391', '603402', '603409', '603418', '603507', '603516', '603660', '603668', '603990', '688080', '688369', '688485', '688509', '688576', '688592', '688635', '688648', '688679', '688680', '688693', '688737', '688807']"
融资增加,3,50,"['000516', '000554', '000593', '000923', '000977', '001248', '001359', '001390', '002706', '300458', '300487', '300883', '300886', '300909', '300922', '300958', '301002', '301068', '301098', '301108', '301157', '301281', '301295', '301303', '301305', '301310', '301345', '301392', '301516', '301520', '600288', '600773', '600783', '601996', '603012', '603137', '603285', '603344', '603375', '603619', '603990', '688103', '688296', '688508', '688597', '688653', '688710', '688729', '688802', '688813']"
